group_code,site_code,marine_site_name,marine_sort_order,latitude,longitude,marine_common_season,marine_season_code,year,season_sequence,season_name,target_assemblage,method_code,species_code,total,mpa_designation,mpa_region,georegion,bioregion,state_province,island,last_updated
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,75,FA99,1999,3,Fall,sea_star,IP,PISOCH,86,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,75,FA99,1999,3,Fall,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,77,SP00,2000,1,Spring,sea_star,IP,PATMIN,7,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,77,SP00,2000,1,Spring,sea_star,IP,PISGIG,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,77,SP00,2000,1,Spring,sea_star,IP,PISOCH,80,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,77,SP00,2000,1,Spring,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,79,FA00,2000,3,Fall,sea_star,IP,PATMIN,17,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,79,FA00,2000,3,Fall,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,79,FA00,2000,3,Fall,sea_star,IP,PISOCH,140,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,79,FA00,2000,3,Fall,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,81,SP01,2001,1,Spring,sea_star,IP,PATMIN,7,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,81,SP01,2001,1,Spring,sea_star,IP,PISOCH,150,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,83,FA01,2001,3,Fall,sea_star,IP,PATMIN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,83,FA01,2001,3,Fall,sea_star,IP,PISGIG,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,83,FA01,2001,3,Fall,sea_star,IP,PISOCH,87,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,83,FA01,2001,3,Fall,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,85,SP02,2002,1,Spring,sea_star,IP,PATMIN,9,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,85,SP02,2002,1,Spring,sea_star,IP,PISGIG,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,85,SP02,2002,1,Spring,sea_star,IP,PISOCH,67,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,85,SP02,2002,1,Spring,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,87,FA02,2002,3,Fall,sea_star,IP,PATMIN,6,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,87,FA02,2002,3,Fall,sea_star,IP,PISGIG,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,87,FA02,2002,3,Fall,sea_star,IP,PISOCH,109,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,87,FA02,2002,3,Fall,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,89,SP03,2003,1,Spring,sea_star,IP,PATMIN,9,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,89,SP03,2003,1,Spring,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,77,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,89,SP03,2003,1,Spring,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,91,FA03,2003,3,Fall,sea_star,IP,PATMIN,16,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,91,FA03,2003,3,Fall,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,66,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,93,SP04,2004,1,Spring,sea_star,IP,PATMIN,6,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,108,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,86,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,100,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,99,FA05,2005,3,Fall,sea_star,IP,PATMIN,3,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,99,FA05,2005,3,Fall,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,76,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,126,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,103,FA06,2006,3,Fall,sea_star,IP,PATMIN,13,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,103,FA06,2006,3,Fall,sea_star,IP,PISGIG,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,103,FA06,2006,3,Fall,sea_star,IP,PISOCH,109,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,105,SP07,2007,1,Spring,sea_star,IP,PISOCH,123,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,107,FA07,2007,3,Fall,sea_star,IP,PATMIN,15,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,107,FA07,2007,3,Fall,sea_star,IP,PISOCH,135,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,109,SP08,2008,1,Spring,sea_star,IP,PATMIN,20,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,109,SP08,2008,1,Spring,sea_star,IP,PISOCH,131,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,111,FA08,2008,3,Fall,sea_star,IP,PATMIN,18,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,111,FA08,2008,3,Fall,sea_star,IP,PISOCH,158,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,113,SP09,2009,1,Spring,sea_star,IP,PATMIN,11,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,113,SP09,2009,1,Spring,sea_star,IP,PISOCH,148,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,115,FA09,2009,3,Fall,sea_star,IP,PATMIN,18,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,115,FA09,2009,3,Fall,sea_star,IP,PISOCH,121,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,117,SP10,2010,1,Spring,sea_star,IP,LEPTAS,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,117,SP10,2010,1,Spring,sea_star,IP,PATMIN,10,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,117,SP10,2010,1,Spring,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,117,SP10,2010,1,Spring,sea_star,IP,PISOCH,125,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,119,FA10,2010,3,Fall,sea_star,IP,LEPTAS,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,119,FA10,2010,3,Fall,sea_star,IP,PATMIN,16,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,106,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,121,SP11,2011,1,Spring,sea_star,IP,LEPTAS,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,121,SP11,2011,1,Spring,sea_star,IP,PATMIN,8,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,121,SP11,2011,1,Spring,sea_star,IP,PISOCH,97,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,123,FA11,2011,3,Fall,sea_star,IP,PATMIN,8,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,77,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,125,SP12,2012,1,Spring,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,125,SP12,2012,1,Spring,sea_star,IP,PATMIN,21,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,125,SP12,2012,1,Spring,sea_star,IP,PISOCH,86,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,127,FA12,2012,3,Fall,sea_star,IP,PATMIN,16,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,84,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,129,SP13,2013,1,Spring,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,129,SP13,2013,1,Spring,sea_star,IP,PATMIN,11,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,129,SP13,2013,1,Spring,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,129,SP13,2013,1,Spring,sea_star,IP,PISOCH,91,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,131,FA13,2013,3,Fall,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,131,FA13,2013,3,Fall,sea_star,IP,LEPTAS,3,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,131,FA13,2013,3,Fall,sea_star,IP,PATMIN,11,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,131,FA13,2013,3,Fall,sea_star,IP,PISOCH,79,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,133,SP14,2014,1,Spring,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,133,SP14,2014,1,Spring,sea_star,IP,PATMIN,12,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,133,SP14,2014,1,Spring,sea_star,IP,PISOCH,7,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,135,FA14,2014,3,Fall,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,135,FA14,2014,3,Fall,sea_star,IP,LEPTAS,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,135,FA14,2014,3,Fall,sea_star,IP,PATMIN,5,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,135,FA14,2014,3,Fall,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,135,FA14,2014,3,Fall,sea_star,IP,PISOCH,10,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,137,SP15,2015,1,Spring,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,137,SP15,2015,1,Spring,sea_star,IP,LEPTAS,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,137,SP15,2015,1,Spring,sea_star,IP,PATMIN,3,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,137,SP15,2015,1,Spring,sea_star,IP,PISOCH,14,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,139,FA15,2015,3,Fall,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,139,FA15,2015,3,Fall,sea_star,IP,LEPTAS,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,139,FA15,2015,3,Fall,sea_star,IP,PISOCH,18,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,141,SP16,2016,1,Spring,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,141,SP16,2016,1,Spring,sea_star,IP,PATMIN,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,141,SP16,2016,1,Spring,sea_star,IP,PISOCH,13,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,143,FA16,2016,3,Fall,sea_star,IP,HENSPP,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,143,FA16,2016,3,Fall,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,143,FA16,2016,3,Fall,sea_star,IP,LEPTAS,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,143,FA16,2016,3,Fall,sea_star,IP,PISGIG,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,143,FA16,2016,3,Fall,sea_star,IP,PISOCH,24,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,DERIMB,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,EVATRO,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,HENSPP,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,LEPTAS,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,PATMIN,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,PISBRE,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,PISGIG,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,PISOCH,10,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,147,FA17,2017,3,Fall,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,DERIMB,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,EVATRO,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,HENSPP,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,KATTUN,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,LEPTAS,1,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,PATMIN,2,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,PISBRE,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,PISGIG,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,PISOCH,19,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOA,Boat House,6390,34.55387878,-120.61167,151,FA18,2018,3,Fall,sea_star,IP,PYCHEL,0,reference,Central Coast,CA Central,San Francisco to Government Point,California,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,78,SU00,2000,2,Summer,sea_star,IP,PISOCH,143,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,82,SU01,2001,2,Summer,sea_star,IP,PISOCH,143,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,86,SU02,2002,2,Summer,sea_star,IP,PISOCH,167,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,90,SU03,2003,2,Summer,sea_star,IP,PISOCH,146,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,94,SU04,2004,2,Summer,sea_star,IP,PISOCH,390,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,98,SU05,2005,2,Summer,sea_star,IP,KATTUN,10,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,98,SU05,2005,2,Summer,sea_star,IP,PISOCH,312,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,102,SU06,2006,2,Summer,sea_star,IP,KATTUN,7,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
UCSC,BOB,Bob Creek,4400,44.24456024,-124.11443,102,SU06,2006,2,Summer,sea_star,IP,PISOCH,360,MR,OR,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
