,site_code,marine_site_name,latitude_x,longitude_x,bioregion_x,island_x,detide_method,year,n,mean,stderr,group_code,marine_sort_order,latitude_y,longitude_y,marine_common_season,marine_season_code,season_sequence,season_name,target_assemblage,method_code,species_code,total,mpa_designation,mpa_region,georegion,bioregion_y,state_province,island_y,last_updated
334,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,OCNMS,3900,48.39147186,-124.65371999999999,130,SU13,2,Summer,sea_star,IP,EVATRO,5,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
335,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,OCNMS,3900,48.39147186,-124.65371999999999,130,SU13,2,Summer,sea_star,IP,HENSPP,2,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
336,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,OCNMS,3900,48.39147186,-124.65371999999999,130,SU13,2,Summer,sea_star,IP,KATTUN,75,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
337,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,OCNMS,3900,48.39147186,-124.65371999999999,130,SU13,2,Summer,sea_star,IP,LEPTAS,16,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
338,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,OCNMS,3900,48.39147186,-124.65371999999999,130,SU13,2,Summer,sea_star,IP,PISOCH,4,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
339,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2008,21.135040505286284,11.855125781780172,0.04517988660995879,OCNMS,3900,48.39147186,-124.65371999999999,110,SU08,2,Summer,sea_star,IP,PISOCH,27,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
340,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2009,18.162998180430826,12.438561446910784,0.06334911731406075,OCNMS,3900,48.39147186,-124.65371999999999,114,SU09,2,Summer,sea_star,IP,PISOCH,12,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
341,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,OCNMS,3900,48.39147186,-124.65371999999999,118,SU10,2,Summer,sea_star,IP,HENSPP,5,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
342,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,OCNMS,3900,48.39147186,-124.65371999999999,118,SU10,2,Summer,sea_star,IP,KATTUN,59,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
343,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,OCNMS,3900,48.39147186,-124.65371999999999,118,SU10,2,Summer,sea_star,IP,LEPTAS,16,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
344,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,OCNMS,3900,48.39147186,-124.65371999999999,118,SU10,2,Summer,sea_star,IP,PISOCH,14,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
345,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,OCNMS,3900,48.39147186,-124.65371999999999,122,SU11,2,Summer,sea_star,IP,HENSPP,1,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
346,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,OCNMS,3900,48.39147186,-124.65371999999999,122,SU11,2,Summer,sea_star,IP,KATTUN,42,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
347,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,OCNMS,3900,48.39147186,-124.65371999999999,122,SU11,2,Summer,sea_star,IP,LEPTAS,11,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
348,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,OCNMS,3900,48.39147186,-124.65371999999999,122,SU11,2,Summer,sea_star,IP,PISOCH,11,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
349,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,OCNMS,3900,48.39147186,-124.65371999999999,126,SU12,2,Summer,sea_star,IP,HENSPP,2,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
350,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,OCNMS,3900,48.39147186,-124.65371999999999,126,SU12,2,Summer,sea_star,IP,KATTUN,52,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
351,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,OCNMS,3900,48.39147186,-124.65371999999999,126,SU12,2,Summer,sea_star,IP,LEPTAS,4,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
352,KYDI,Kydikabbit Point,48.391472,-124.653722,WA Olympic Coast,Mainland,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,OCNMS,3900,48.39147186,-124.65371999999999,126,SU12,2,Summer,sea_star,IP,PISOCH,10,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
353,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,UW,3490,47.57688141,-122.54411,134,SU14,2,Summer,sea_star,IP,EVATRO,22,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
354,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,UW,3490,47.57688141,-122.54411,134,SU14,2,Summer,sea_star,IP,KATTUN,0,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
355,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,UW,3490,47.57688141,-122.54411,134,SU14,2,Summer,sea_star,IP,PISOCH,233,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
356,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,UW,3490,47.57688141,-122.54411,134,SU14,2,Summer,sea_star,IP,PYCHEL,1,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
357,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,UW,3490,47.57688141,-122.54411,138,SU15,2,Summer,sea_star,IP,EVATRO,14,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
358,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,UW,3490,47.57688141,-122.54411,138,SU15,2,Summer,sea_star,IP,KATTUN,0,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
359,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,UW,3490,47.57688141,-122.54411,138,SU15,2,Summer,sea_star,IP,PISOCH,138,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
360,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,UW,3490,47.57688141,-122.54411,142,SU16,2,Summer,sea_star,IP,EVATRO,11,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
361,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,UW,3490,47.57688141,-122.54411,142,SU16,2,Summer,sea_star,IP,KATTUN,2,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
362,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,UW,3490,47.57688141,-122.54411,142,SU16,2,Summer,sea_star,IP,PISOCH,22,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
363,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,UW,3490,47.57688141,-122.54411,146,SU17,2,Summer,sea_star,IP,EVATRO,0,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
364,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,UW,3490,47.57688141,-122.54411,146,SU17,2,Summer,sea_star,IP,KATTUN,1,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
365,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,UW,3490,47.57688141,-122.54411,146,SU17,2,Summer,sea_star,IP,LEPTAS,0,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
366,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,UW,3490,47.57688141,-122.54411,146,SU17,2,Summer,sea_star,IP,PISOCH,7,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
367,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,UW,3490,47.57688141,-122.54411,146,SU17,2,Summer,sea_star,IP,PYCHEL,0,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
368,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,UW,3490,47.57688141,-122.54411,150,SU18,2,Summer,sea_star,IP,EVATRO,0,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
369,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,UW,3490,47.57688141,-122.54411,150,SU18,2,Summer,sea_star,IP,KATTUN,0,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
370,MAN,Manchester State Park; Central Puget Sound,47.57688141,-122.54411,WA Salish Sea,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,UW,3490,47.57688141,-122.54411,150,SU18,2,Summer,sea_star,IP,PISOCH,4,,,WA Salish Sea,WA Salish Sea,Washington,Mainland,2019-10-31 11:29:34
371,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,OCNMS,3980,47.30255127,-124.27531,134,SU14,2,Summer,sea_star,IP,KATTUN,1,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
372,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,OCNMS,3980,47.30255127,-124.27531,134,SU14,2,Summer,sea_star,IP,PISOCH,262,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
373,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,OCNMS,3980,47.30255127,-124.27531,138,SU15,2,Summer,sea_star,IP,KATTUN,2,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
374,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2015,21.873577424172204,13.378321554937278,0.04992548969440008,OCNMS,3980,47.30255127,-124.27531,138,SU15,2,Summer,sea_star,IP,PISOCH,30,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
375,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,OCNMS,3980,47.30255127,-124.27531,142,SU16,2,Summer,sea_star,IP,KATTUN,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
376,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,OCNMS,3980,47.30255127,-124.27531,142,SU16,2,Summer,sea_star,IP,LEPTAS,1,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
377,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,OCNMS,3980,47.30255127,-124.27531,142,SU16,2,Summer,sea_star,IP,PISOCH,31,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
378,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,OCNMS,3980,47.30255127,-124.27531,146,SU17,2,Summer,sea_star,IP,EVATRO,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
379,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,OCNMS,3980,47.30255127,-124.27531,146,SU17,2,Summer,sea_star,IP,HENSPP,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
380,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,OCNMS,3980,47.30255127,-124.27531,146,SU17,2,Summer,sea_star,IP,KATTUN,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
381,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,OCNMS,3980,47.30255127,-124.27531,146,SU17,2,Summer,sea_star,IP,LEPTAS,1,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
382,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,OCNMS,3980,47.30255127,-124.27531,146,SU17,2,Summer,sea_star,IP,PISOCH,77,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
383,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2017,22.141951766685363,12.379142580010825,0.05647108532248471,OCNMS,3980,47.30255127,-124.27531,146,SU17,2,Summer,sea_star,IP,PYCHEL,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
384,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,OCNMS,3980,47.30255127,-124.27531,150,SU18,2,Summer,sea_star,IP,EVATRO,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
385,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,OCNMS,3980,47.30255127,-124.27531,150,SU18,2,Summer,sea_star,IP,HENSPP,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
386,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,OCNMS,3980,47.30255127,-124.27531,150,SU18,2,Summer,sea_star,IP,KATTUN,1,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
387,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,OCNMS,3980,47.30255127,-124.27531,150,SU18,2,Summer,sea_star,IP,LEPTAS,4,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
388,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,OCNMS,3980,47.30255127,-124.27531,150,SU18,2,Summer,sea_star,IP,PISOCH,110,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
389,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2018,22.384237366713027,12.59411196214863,0.051510700575153084,OCNMS,3980,47.30255127,-124.27531,150,SU18,2,Summer,sea_star,IP,PYCHEL,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
390,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,OCNMS,3980,47.30255127,-124.27531,130,SU13,2,Summer,sea_star,IP,KATTUN,2,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
391,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,OCNMS,3980,47.30255127,-124.27531,130,SU13,2,Summer,sea_star,IP,PISOCH,461,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
392,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2008,21.135040505286284,11.855125781780172,0.04517988660995879,OCNMS,3980,47.30255127,-124.27531,110,SU08,2,Summer,sea_star,IP,PISOCH,360,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
393,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,OCNMS,3980,47.30255127,-124.27531,118,SU10,2,Summer,sea_star,IP,KATTUN,1,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
394,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,OCNMS,3980,47.30255127,-124.27531,118,SU10,2,Summer,sea_star,IP,PISOCH,342,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
395,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,OCNMS,3980,47.30255127,-124.27531,122,SU11,2,Summer,sea_star,IP,KATTUN,0,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
396,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,OCNMS,3980,47.30255127,-124.27531,122,SU11,2,Summer,sea_star,IP,PISOCH,318,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
397,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,OCNMS,3980,47.30255127,-124.27531,126,SU12,2,Summer,sea_star,IP,KATTUN,1,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
398,GREN,Point Grenville,47.302547,-124.27531100000002,WA Olympic Coast,Mainland,height,2012,20.25688127935319,12.556607856665657,0.05951183591545692,OCNMS,3980,47.30255127,-124.27531,126,SU12,2,Summer,sea_star,IP,PISOCH,356,,,WA Olympic Coast,WA Olympic Coast to San Francisco,Washington,Mainland,2019-10-31 11:29:34
399,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,UCSC,4100,45.91809082,-123.98031,134,SU14,2,Summer,sea_star,IP,KATTUN,8,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
400,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2014,21.492567913890312,13.402305916122037,0.05137179293164102,UCSC,4100,45.91809082,-123.98031,134,SU14,2,Summer,sea_star,IP,PISOCH,31,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
401,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,UCSC,4100,45.91809082,-123.98031,142,SU16,2,Summer,sea_star,IP,KATTUN,6,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
402,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2016,21.142957428671714,12.83756411329514,0.05414625014630475,UCSC,4100,45.91809082,-123.98031,142,SU16,2,Summer,sea_star,IP,LEPTAS,6,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
403,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,UCSC,4100,45.91809082,-123.98031,130,SU13,2,Summer,sea_star,IP,KATTUN,10,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
404,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2013,21.269613723608444,12.216438715769673,0.05657438628250825,UCSC,4100,45.91809082,-123.98031,130,SU13,2,Summer,sea_star,IP,PISOCH,138,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
405,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2008,21.135040505286284,11.855125781780172,0.04517988660995879,UCSC,4100,45.91809082,-123.98031,110,SU08,2,Summer,sea_star,IP,KATTUN,1,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
406,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2008,21.135040505286284,11.855125781780172,0.04517988660995879,UCSC,4100,45.91809082,-123.98031,110,SU08,2,Summer,sea_star,IP,PISOCH,79,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
407,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2009,18.162998180430826,12.438561446910784,0.06334911731406075,UCSC,4100,45.91809082,-123.98031,114,SU09,2,Summer,sea_star,IP,KATTUN,1,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
408,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2009,18.162998180430826,12.438561446910784,0.06334911731406075,UCSC,4100,45.91809082,-123.98031,114,SU09,2,Summer,sea_star,IP,PISOCH,126,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
409,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,UCSC,4100,45.91809082,-123.98031,118,SU10,2,Summer,sea_star,IP,KATTUN,0,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
410,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2010,19.580193881697337,12.555398402151102,0.05438125471567203,UCSC,4100,45.91809082,-123.98031,118,SU10,2,Summer,sea_star,IP,PISOCH,135,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
411,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,UCSC,4100,45.91809082,-123.98031,122,SU11,2,Summer,sea_star,IP,KATTUN,4,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
412,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2011,20.328299906716417,12.359944853588912,0.05718798336248616,UCSC,4100,45.91809082,-123.98031,122,SU11,2,Summer,sea_star,IP,PISOCH,66,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
413,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2005,23.810485299326956,12.42884011873043,0.043569434143818635,UCSC,4100,45.91809082,-123.98031,98,SU05,2,Summer,sea_star,IP,KATTUN,9,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
414,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2005,23.810485299326956,12.42884011873043,0.043569434143818635,UCSC,4100,45.91809082,-123.98031,98,SU05,2,Summer,sea_star,IP,PISOCH,232,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
415,ESP,Ecola,45.91809,-123.98031,OR,Mainland,height,2006,23.17228177641654,12.386378452016176,0.04412553666117917,UCSC,4100,45.91809082,-123.98031,102,SU06,2,Summer,sea_star,IP,KATTUN,3,,,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,2019-10-31 11:29:34
